,alpha,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_RF
2023-09-08,-0.03489880845499904,0.017854801050548742,0.003859363340562947,0.007022137505765247,-0.013834231464934066,0.001349412756435648,0.856685832253504
2023-09-11,-0.047526384276843636,0.016690238920470137,0.00500314934726594,0.009676591747395213,-0.01729244032213062,-8.263142464102688e-05,1.4280198929150743
2023-09-12,-0.04022340247089318,0.0177623031846771,0.004558663521514052,0.009606057951386221,-0.01723031658960772,0.0008893081904885634,1.082068977137908
2023-09-13,-0.04848104706593315,0.01770761637174034,0.005736483417138519,0.009171028552625332,-0.016708761202368583,0.00013869210764634599,1.460871437642993
2023-09-14,-0.051080081992459725,0.017384817838914792,0.004373872067604659,0.009515044608137763,-0.018583426112554702,0.0008759210743779005,1.565659168771731
2023-09-15,-0.04563841184474704,0.016711778953722615,0.004630099485641238,0.009388176124850905,-0.019201716505470312,0.0021655916417746834,1.3306783341283221
2023-09-18,-0.03889826834177157,0.0169821437461659,0.004402061650241436,0.008673192618802755,-0.018862887446058352,0.0023379388215090807,1.0184372138715503
2023-09-19,-0.05518529435002684,0.017678414285837205,0.005237318230299472,0.008218772647064915,-0.018231802461054214,0.002058786537616139,1.7781776793343624
2023-09-20,-0.07846990404905974,0.017356791837121233,0.0061515427437263265,0.006959978153452895,-0.018284395117313723,-0.0008702598577683962,2.8700429996170556
2023-09-21,-0.09144445343252627,0.016899774955848004,0.004372621817427008,0.00801251651505841,-0.020059159533299037,0.00030778658048136176,3.468401118143106
2023-09-22,-0.10927923586254984,0.017520542594677845,0.0033713848475725623,0.008169902978980542,-0.018704159446797486,0.001720752217833077,4.298867531397491
2023-09-25,-0.087299578932452,0.018732414490107777,0.004584573364507238,0.007728503132163195,-0.017139890609154218,0.00407652708413192,3.2688038469160574
2023-09-26,-0.0833437274284865,0.018592757238114016,0.0047394539434707506,0.007463955868582853,-0.01738064765733055,0.003972193231045473,3.0896197662149234
2023-09-27,-0.05913828031670043,0.018680666265740997,0.005382370913792511,0.004655027604237971,-0.016991155124579493,0.005007675346809515,1.9009537402948808
2023-09-28,-0.05241631105919353,0.019029089062775978,0.006409034449318285,0.004207456379337886,-0.016004493426323096,0.005227248394763573,1.5763256127220302
2023-09-29,-0.05286049923127223,0.018672532565800898,0.006129403511456272,0.004797576842040213,-0.016760328679534392,0.004530554371952489,1.6059341157147173
2023-10-02,-0.05595285430595709,0.019179032483542552,0.004584692632816051,0.0027029585919143492,-0.014594509749545903,0.005284659368007705,1.7514388428651273
2023-10-03,-0.058042864233087244,0.018490540448108383,0.004262469228102583,0.00285350433859316,-0.01431629228918671,0.0046104970392411015,1.849151843025652
2023-10-04,-0.04444266804672026,0.017188386866507616,0.004725169238283283,0.0026209931528725777,-0.013552440133016291,0.0021175255929256065,1.1555572290953933
2023-10-05,-0.052551797765961084,0.01717035971785666,0.004816044165933356,0.0031882814499016206,-0.014060615907134935,0.0011097566086443744,1.5536755139826255
2023-10-06,-0.03386724215199877,0.01708282229873767,0.004892795028673402,0.00271127129167005,-0.013563754280177892,0.003231897349012025,0.6417175229331633
2023-10-09,-0.017800934356209552,0.0172140226254221,0.0045435599733220505,0.00417391670659617,-0.014974865552109973,0.003825644665719774,-0.13719372887248937
2023-10-10,-0.02452693575799003,0.017293596513977993,0.005072476653651684,0.0036517058477015807,-0.014913364493437498,0.003881876927857242,0.19566084333791878
2023-10-11,-0.0207253152440785,0.017050469890238618,0.006158203637660745,0.002894726134254233,-0.01558711338428767,0.004350287071412051,0.0058889959882435505
2023-10-12,0.007268997937984523,0.017002925199138985,0.006923048587694103,-0.0005623877869991856,-0.01465140590088651,0.00579270884284333,-1.3646183961175211
2023-10-13,0.0019400116502232834,0.01753198240554127,0.006485655172085231,-0.0008992135080001101,-0.014261559449024047,0.008558318391172992,-1.0966003078003723
2023-10-16,-0.0018799690069464248,0.017136514386383805,0.006029528785367902,-0.0007090128891840686,-0.014369057868823143,0.008213761340813808,-0.9218493038329143
2023-10-17,0.010547110823647898,0.017313101294345143,0.006769918921157922,-0.0008979996607715451,-0.01509926121646199,0.00969439745031031,-1.5002462767181441
2023-10-18,-0.001426054497521534,0.017422631451884926,0.0072569274807613715,-0.0015304011511069193,-0.014404739373985342,0.00909921985175477,-0.9189186800060725
2023-10-19,5.254517818542581e-05,0.017661156127019163,0.007484246390512261,-0.001542504985116211,-0.014133562750925144,0.00926837109944273,-0.9936265356088825
2023-10-20,-0.04299104579248336,0.01678467987798202,0.007014237158506044,-0.002469395675064656,-0.01357981644568751,0.012093202598548014,1.1330503968272296
2023-10-23,-0.03822611937655296,0.01637521591784731,0.006924321786209581,-0.003126851735994335,-0.012834418561289085,0.011444598790959992,0.8969934882079542
2023-10-24,-0.06807248263152843,0.015829059313903243,0.008283063561153547,-0.0028320749120585853,-0.013131174822901881,0.009415858288611467,2.350759927670879
2023-10-25,-0.08774908479036725,0.01595627465579083,0.008653778298536446,-0.0034063217609782703,-0.01162713401659854,0.010328925132907452,3.2976701757365845
2023-10-26,-0.08229224733671714,0.015719119892016714,0.008525177816666507,-0.0027735650369118403,-0.012085485349991903,0.010712416005808523,3.041910095431831
2023-10-27,-0.020708014832621302,0.014609635007987037,0.010340157442858933,-0.0019838986430223415,-0.011267332423219284,0.005266627340202862,0.0928450276633157
2023-10-30,0.002515180332913758,0.013559170148047861,0.010034008555737522,0.0005434411420375262,-0.01298217294919296,0.0008598680288522953,-1.0263839146055034
2023-10-31,-0.009664289766334377,0.012861248212913012,0.01178316765094789,-0.0008261019715463114,-0.01203518381945956,-0.00029929774930870234,-0.4626399626035891
2023-11-01,0.009284333008572787,0.012723311002800497,0.012320603904505512,-0.0013330999186426107,-0.011489346559050095,0.0008496324547767609,-1.3729613364075703
2023-11-02,0.019953819000271267,0.013222438450216562,0.012455530739612974,-0.0010931815425234692,-0.01077343027489333,0.0019014638750230461,-1.8706297449793965
2023-11-03,0.039969084847129466,0.013085243716854045,0.00999680060167002,-0.0010412754491312404,-0.009537884829420806,0.003287981615312796,-2.8676423143688226
2023-11-06,0.0469042007808298,0.013400553890710237,0.009565759857876666,-0.0013645846233939496,-0.009080270684175051,0.0046734699008314645,-3.1873486827093984
2023-11-07,0.053409847392337895,0.013436512813932058,0.009393992064507972,-0.0015183873839103024,-0.009309607567058675,0.0045351338340462455,-3.4944833429162827
2023-11-08,0.12125709528787354,0.010049651700405615,0.015002736699155639,0.0022308485515568077,-0.012730128499522153,-0.008736473302332237,-6.848562006656266
2023-11-09,0.13334014310235887,0.010728025269837238,0.01666919312276538,-0.0001638281296248434,-0.011527403112279566,-0.006324138647398447,-7.424719152179932
2023-11-10,0.09650732193777856,0.012934338244997429,0.017545811424795554,-0.0026088320285558853,-0.008264464016423168,-0.004449171637678329,-5.623999836969233
2023-11-13,0.08044031932587359,0.01291078749556751,0.01733222850679772,-0.0024468262814062447,-0.008582467290237055,-0.00467240589547413,-4.854781100776563
2023-11-14,0.08951036569733617,0.012281382378677597,0.009443174915677394,-0.0020145499912779252,-0.009786755495533945,0.004272838020757536,-5.361653560983541
2023-11-15,0.11043586328295873,0.011712473071404383,0.010153197149838006,-0.002500275199446844,-0.009637353999328715,0.0015830462279567276,-6.381372757417012
2023-11-16,0.1372352886217385,0.012133479878636028,0.012903883431892221,-0.004966614873580771,-0.006761832322490918,0.003698398536320535,-7.664963308769984
2023-11-17,0.1052184549497781,0.012439644941584227,0.013202327801934019,-0.005359030497046391,-0.006611347047030348,0.0038690651875902538,-6.132190898370027
2023-11-20,0.0859770941615352,0.012381963843090371,0.013175848437987685,-0.0051373318820983754,-0.006524540312052879,0.00383264088066243,-5.220194504749088
2023-11-21,0.12842705903096885,0.012456111106516843,0.013137855364311307,-0.005063038165111056,-0.006346359003130825,0.004150361706859118,-7.241344499549086
2023-11-22,-0.13464312493351827,0.011827250116314494,0.013292798031804817,-0.0054130844068894235,-0.007184978738036696,0.004990058948234344,5.308763698929397
2023-11-24,-0.1481037512455714,0.011813541244087067,0.013230498333031582,-0.00530365953797074,-0.0071526616306362145,0.004811099892986892,5.946589909566683
2023-11-27,-0.005859375,0.011564584499546584,0.013478115424453367,-0.005351489982414838,-0.0071042714514654645,0.0038490190079090818,-0.71875
2023-11-28,-0.005859375,0.0117874123017997,0.012392261466136957,-0.005167710956535648,-0.007880996871517207,0.005322118262865154,-0.71875
2023-11-29,-0.0068359375,0.011155651487358,0.01178790788123197,-0.0034061210144350207,-0.009772719027116968,0.003087850825414025,-0.71875
2023-11-30,-0.005859375,0.010929061856142085,0.012142015957931795,-0.0033772026506472264,-0.009622304196096804,0.0021842566835280942,-0.78125
2023-12-01,-0.005859375,0.011420442288072128,0.014023063618326517,-0.004427739604747426,-0.008284944852659307,0.003899052381730602,-0.8125
2023-12-04,-0.00390625,0.011283852378087617,0.014689543894843587,-0.005234403261038814,-0.008150801621042286,0.0043807324227805415,-0.75
2023-12-05,-0.005859375,0.010596889840914139,0.014243627960003395,-0.00869761323781898,-0.008507459615464397,0.000737600017716479,-0.59375
2023-12-06,-0.00732421875,0.009876352471260345,0.014483643636442951,-0.008877618121515586,-0.009517349465412522,0.001963945894031904,-0.59375
2023-12-07,-0.005859375,0.010044667916112759,0.014183084044441512,-0.00824365950169497,-0.009585232900232096,0.001246534963445966,-0.5625
2023-12-08,-0.0068359375,0.010331313358665729,0.014022955028807613,-0.007292241249560592,-0.009266005611543601,0.0007405428467413024,-0.53125
2023-12-11,-0.0068359375,0.010751749123803379,0.014249535385986164,-0.007294477377311516,-0.00871253841506607,-0.0003908223790053851,-0.5625
2023-12-12,-0.00634765625,0.010641995911052065,0.014419631947287834,-0.006690151654233645,-0.008376828307282598,-0.000619735626221158,-0.59375
2023-12-13,-0.0068359375,0.010490478368896772,0.01436172310487345,-0.007613042609647187,-0.007719746824224369,0.0003768359405156834,-0.625
2023-12-14,-0.00634765625,0.01031099793538838,0.014239381498280333,-0.008379525268671556,-0.007795680777180132,0.0013974642266174394,-0.5625
2023-12-15,-0.00537109375,0.009334298547799652,0.014808811097140353,-0.007746640794260698,-0.00730662964019687,0.0017413151981864978,-0.625
2023-12-18,-0.0048828125,0.009567511022244554,0.015464645794556288,-0.008976161390285217,-0.006282577085723023,0.001606327098991517,-0.59375
2023-12-19,-0.00439453125,0.009713461620826027,0.018691548189901774,-0.00994568626493389,-0.004986394455727419,-0.00029779551120210225,-0.625
2023-12-20,-0.00537109375,0.009207188712617102,0.019465640011383473,-0.01107272871986608,-0.006068505420389128,-0.001030197615494444,-0.53125
2023-12-21,-0.0048828125,0.00888711999870843,0.020070911783796996,-0.011279768721007236,-0.005384809217377377,-0.0016792510285122346,-0.5625
2023-12-22,-0.005859375,0.009022123411390122,0.019907191951896143,-0.01096440679819579,-0.004968065934042344,-0.0020336153985911595,-0.53125
2023-12-26,-0.00634765625,0.009612929814857903,0.019685036441674957,-0.011773344106705323,-0.004245663482847252,0.0002452201489999174,-0.53125
2023-12-27,-0.0078125,0.0093471784295957,0.01944057108166003,-0.011147998621059814,-0.005143896043349867,-0.00024557313012748844,-0.46875
2023-12-28,-0.0068359375,0.009100043446182973,0.019675013054753058,-0.011342106465619575,-0.005009611504888524,-0.0003416099196959172,-0.546875
2023-12-29,-0.00732421875,0.008920273873580624,0.020080738191647456,-0.01130908979580221,-0.005042867241520553,-0.00034935892203471174,-0.5
2024-01-02,0.17267293463987698,0.008815064412058225,0.020097845490313793,-0.011277263981590346,-0.005185948494043302,-0.0005434158035826364,-9.070314823969966
2024-01-03,0.11245580440942149,0.008507104363520979,0.019981048682411684,-0.010986928464532086,-0.0054107464593235455,-0.0005964678317856853,-6.208663596755287
2024-01-04,-0.0035377854081275473,0.008501869733514966,0.020628251865649427,-0.011646703031396366,-0.0052537338392848465,-0.000944625902580154,-0.6790506165671104
2024-01-05,-0.04895284565176894,0.008457582255994633,0.020737187477118058,-0.011651222052681653,-0.005214588267381082,-0.0016276630827383176,1.4771102817003339
2024-01-08,-0.015459820008572933,0.008796027331415518,0.019971929825272572,-0.010371858651385957,-0.004689804177886336,-0.0021683191328907003,-0.10707570294925972
2024-01-09,0.04174179238189879,0.008967214036816773,0.01963022628519201,-0.009563638926096796,-0.004288487373134087,-0.002330440322233847,-2.8290307711517926
2024-01-10,0.07268169256431634,0.008728502028064123,0.01929691898591207,-0.00932252534066253,-0.004817995715202833,-0.00185062046009013,-4.2982680556656305
2024-01-11,0.13857117803000563,0.008807504458230083,0.018881721992582257,-0.00883775485344819,-0.005764672630404588,-0.0018084136617603774,-7.435495850158077
2024-01-12,0.26559956349376534,0.009216884835625765,0.016831171351384094,-0.007311596188796926,-0.007378419595003856,-0.0004119625623875134,-13.50757935281672
2024-01-16,0.24369986114356834,0.008548877678537237,0.017302877038483627,-0.008257594163500387,-0.006473450936393359,0.0007144363496276313,-12.435696210340666
2024-01-17,0.2731931890763093,0.008197459112455535,0.016900150736267786,-0.008197425518638113,-0.007113152715542324,0.0010582363036498559,-13.824257561372178
2024-01-18,0.23630442104766303,0.0100167606180296,0.016043862042026655,-0.006900084933744943,-0.006821974071756831,-0.0005960055528787672,-12.11425567165952
2024-01-19,0.20999120907797675,0.010643483073487225,0.015248771884878054,-0.0056664007760416635,-0.007249227933943947,-0.0005912211928177924,-10.884900516080961
2024-01-22,0.20910978420758397,0.010674493453963145,0.015310757761235683,-0.005947539169652127,-0.007463993076751885,-0.00020981395334059016,-10.837549824113012
2024-01-23,0.19908959882837252,0.010793954067051796,0.015160621071097388,-0.0061374021835785,-0.0075915307468536475,0.0005330829591217723,-10.36014271507429
2024-01-24,0.1876998416041573,0.011155481728928843,0.015058731886509134,-0.006164494696904221,-0.007252682024760981,7.808738708693641e-05,-9.824565807422005
2024-01-25,0.21167967462392312,0.010311001027821537,0.015841950686968177,-0.006319102006978716,-0.0066483978554378875,-0.003504147040781426,-10.938801504499907
2024-01-26,0.19671918753640938,0.00941076733279854,0.0169564006694951,-0.0069572502894652,-0.006079409141249437,-0.004543141511229938,-10.225206493581027
2024-01-29,0.1780415408059568,0.009417165345258091,0.017021458281209635,-0.007460333065379299,-0.007948691788374318,-0.005127805205622928,-9.336424477286528
2024-01-30,0.17359281358055512,0.009885345022739068,0.016406108801956535,-0.006335100319597886,-0.007449744160165861,-0.0064610748429132225,-9.117638673606507
2024-01-31,0.16178267030571902,0.006191155733805062,0.018652747994048674,-0.008512597413473627,-0.007499318291174978,-0.009664252577152255,-8.54069396674413
2024-02-01,0.15689969097626744,0.005958493737971943,0.017806317506600042,-0.006473964442886421,-0.010153813092621936,-0.009738364017140205,-8.314530483621184
2024-02-02,0.1465745050699212,0.005762807165432163,0.017720753261503935,-0.005982571969369438,-0.011235183333695054,-0.010152176840305338,-7.842692033908861
2024-02-05,0.13115897369925733,0.006187396164205286,0.017661838902186026,-0.005520987124864429,-0.011572631030151936,-0.009996646807221315,-7.140214935138374
2024-02-06,0.23578008557802832,0.009072595240725956,0.015256749215287718,-0.008364933590068818,-0.006345373857081532,-0.0022110979925506202,-11.936161248024064
2024-02-07,0.27371420524367096,0.0077783793526295525,0.015318360836981876,-0.0069231869124153494,-0.004430842426083756,-0.006703835378566794,-13.662105921925331
2024-02-08,0.2471781610162438,0.005916126099191232,0.014647093589609694,-0.005638167778749134,-0.007933440271187281,-0.006942031158370832,-12.449886964422603
2024-02-09,0.24823043344945006,0.005849931616581566,0.014614982844889879,-0.005614051393074124,-0.008026525964511422,-0.006957756410695848,-12.49777640324237
2024-02-12,0.24253734230618562,0.006866744968111169,0.018378970318488036,-0.0038087468627486243,-0.007015033489075895,-0.012514935767584306,-12.198032528276599
2024-02-13,0.29787792184098194,0.006222841048462362,0.016059022764432343,-0.0035134822542316896,-0.0070187359648079956,-0.008875927734299738,-14.731861835447944
2024-02-14,0.3413843952316391,0.00561864801936208,0.01209994056420502,-0.0012781683418067492,-0.020886006949345167,-0.011413219638294031,-16.73094613730268
2024-02-15,0.3315488125800812,0.005140192181419212,0.012044547603304367,-0.0021547763466210415,-0.02127447859153011,-0.01171809691734546,-16.28839015344056
2024-02-16,0.3778810056517692,0.005109969168705788,0.010762578552026059,-0.0024273531260426626,-0.022184749080129264,-0.009713796820057657,-18.406060379958717
2024-02-20,0.4031774018786898,0.005253349991860216,0.010162342831843377,-0.002728680767526595,-0.021469059989129194,-0.007476723293243476,-19.561454348452116
2024-02-21,0.3845237259142458,0.004417240422888605,0.010256431361470697,-0.0023761113080261256,-0.02331776519291691,-0.008921470968517226,-18.709539247069642
2024-02-22,0.4061503261399082,0.005708611320857752,0.009672948153362948,-0.0027509760600881866,-0.02324108003441159,-0.008650207158586803,-19.703385609200268
2024-02-23,0.41680189947530977,0.005287586681601009,0.010330572349887074,-0.003040653343092732,-0.022491620467499945,-0.009400813201233954,-20.18289642354921
2024-02-26,0.4245577871636961,0.0033114524412753282,0.011869774638932212,-0.0038444990940632393,-0.02330680562212003,-0.011602635353886587,-20.520806176700944
2024-02-27,0.42357621612654484,0.003028711500653737,0.011765121471616458,-0.0030617028394306495,-0.02340219750060224,-0.012952216259594026,-20.475606297273316
2024-02-28,0.4353937843953055,0.0036688682407765363,0.011062836862849437,-0.0028298467449006798,-0.023820967310178263,-0.011918941508385914,-21.01851981339769
2024-02-29,0.4287870156953488,0.0032971406886901436,0.010345875292467985,-0.0030297862776382054,-0.024733251433062285,-0.012402102516453455,-20.72714654658148
2024-03-01,0.4252794577035637,0.002956583022092986,0.01049364650413058,-0.002831201897113423,-0.02475607716368774,-0.01254103249599512,-20.56455221232136
2024-03-04,0.34786302151032444,0.005317933359926599,0.010679242123933133,-0.0006707468680732728,-0.025006462717745172,-0.008631813746493949,-17.027573208093372
2024-03-05,0.3043908163156921,0.0074342922437753145,0.009884820679158815,-0.001384138368469838,-0.025223659628367825,-0.008568352288254186,-15.068121839477271
2024-03-06,0.29883451259861715,0.0072715479330425214,0.010483847669928506,-0.0018783964055697697,-0.024201448834333304,-0.008631379868732055,-14.812085520007258
2024-03-07,0.29102505239670506,0.007018464506538646,0.01058122660462836,-0.0022418766256867423,-0.024437713362758004,-0.007947816708033118,-14.455621334894204
2024-03-08,0.3065803568740577,0.006450853378077319,0.01053221425213434,-0.001983288012787285,-0.02511211709019694,-0.007034228678484938,-15.158132070778038
2024-03-11,0.3277727157328947,0.006957396601586369,0.009811650378026407,-0.0026536410048972198,-0.025586171142281497,-0.005628388756435981,-16.13100813637152
2024-03-12,0.316703401795003,0.007569211756568203,0.009562318595424099,0.0001616358552552627,-0.028381166273841962,-0.005005936950523274,-15.612031501119873
2024-03-13,0.3423204197795755,0.007606854077223224,0.010790282318980882,0.0014976996624154887,-0.027157007999869975,-0.004904049228113001,-16.756003595109632
2024-03-14,0.4274666661437152,0.006482246606119263,0.01247263093292797,-0.006112273988440071,-0.019729611879105796,-0.0026806362407616954,-20.64925257238474
2024-03-15,0.4130490346382487,0.006731349165591399,0.012044992994723225,-0.006148193105706707,-0.020267881593251796,-0.0024642920221448787,-19.998546486378473
2024-03-18,0.3870721070681,0.0059820458906681695,0.009860446707075851,-0.007864248388050188,-0.021471567596641136,-0.0013094829207553407,-18.84818125606921
2024-03-19,0.3754296472857064,0.002178891584844578,0.008304022531847852,-0.00539720884400049,-0.025887867727934416,-0.006256812194066569,-18.32293058113305
2024-03-20,0.4001784698962574,0.004406311865383039,0.008482295114056196,-0.002182920798893765,-0.026210340382228997,-0.006741861408008545,-19.433247300085213
2024-03-21,0.4246094416137218,0.004754452457383762,0.008336177715552853,-0.0011137442758865912,-0.02711163418077156,-0.006264087746070915,-20.53828816776604
2024-03-22,0.4127360167355256,0.0057588365029953015,0.008920380017110513,0.0003156643068239068,-0.027525586448024678,-0.0058390543449506616,-19.984178563956448
2024-03-25,0.4268758416012588,0.004872071439940839,0.00861779932443256,0.0018502725178217855,-0.02878758350745085,-0.007893334174625635,-20.62363376371286
2024-03-26,0.43166027687712827,0.005394058663296619,0.007891958330152923,0.0023149483520497616,-0.029322431068240895,-0.0071996141873292945,-20.846282368090215
2024-03-27,0.4453076421348676,0.005428354474304939,0.007912148779553235,0.0020496656963503446,-0.028605357612766405,-0.006697964922838043,-21.467786177603102
2024-03-28,0.4423238430745329,0.005526229718139264,0.007752457520720693,0.0017093605839896553,-0.0288201070047905,-0.006704412778771041,-21.34555187379533
2024-04-01,0.40905011203522434,0.00609336324408985,0.007174042179673677,0.0022439503125086663,-0.029580201804447745,-0.005483417506523612,-19.80582274574317
2024-04-02,0.4179931560873378,0.0064246482103747365,0.007290789587489181,0.0021079453367634365,-0.029155151873561824,-0.005476004300062454,-20.23875765260891
2024-04-03,0.4122898188835471,0.006718250577825671,0.006844414808084455,0.0021850669946071877,-0.029543180703007082,-0.004766678098744816,-19.98648763059964
2024-04-04,0.39674844636152784,0.010029556771544962,0.005022557188536003,0.0028624451802017337,-0.029561605340489263,-0.0011957341959220116,-19.317462441698126
2024-04-05,0.3661659758200102,0.009094692990477913,0.005362620316039206,0.002841569168497135,-0.029232377772801008,-0.0008524389745901279,-17.88411430702672
2024-04-08,0.3679648284132355,0.00914974672090281,0.0051106742148214245,0.0030158270225146416,-0.029345788408154463,-0.0008390926173949698,-17.984642492550165
2024-04-09,0.33644504335713066,0.009183212552329643,0.004672040594386667,0.0036776769036241004,-0.029272641790118188,-0.0012579859616234984,-16.51810143872717
2024-04-10,0.26225565378079807,0.007097783021527235,0.005872926010019326,0.0015039740175046869,-0.028262609623655083,-0.004045723681590861,-12.954879309960688
2024-04-11,0.28018919851147217,0.007274140354420894,0.006576155118325239,0.0008696983776800282,-0.02738652682987329,-0.004695361741895623,-13.788883270364295
2024-04-12,0.2469419926168328,0.00957020533706629,0.005420623683649567,0.0006453961826386329,-0.028552245344048918,-0.0016525206335948062,-12.246568737710732
2024-04-15,0.28172022100021366,0.009485387173265997,0.004632027883601536,0.0011754661712075065,-0.03105992720250078,-0.002137482059532375,-13.918304070611612
2024-04-16,0.26707441767752016,0.009768847794446013,0.004372736089182747,0.00153154041369305,-0.03120792476905987,-0.002160297367124503,-13.220965828347744
2024-04-17,0.25404962428013533,0.009803795080914814,0.005549529420953936,0.0004625952029608943,-0.029468366497726384,-0.0032480763957963843,-12.623358896780701
2024-04-18,0.23545162198399794,0.009920085442284843,0.005625143735837029,-4.4045949501164694e-05,-0.029297090189742525,-0.002939203650766664,-11.743771980332895
2024-04-19,0.2100571014140229,0.009657564173277525,0.005792657303171245,-0.0015670301844171253,-0.02916515173732978,-0.0053469536797643435,-10.56273754694621
2024-04-22,0.11625259838031354,0.011229183388029612,0.004729130556357459,-0.0007310619628368986,-0.029672501903343057,-0.003267450392552357,-6.094248180183968
2024-04-23,0.18389401891271007,0.011108141536197325,0.00402978980489746,-0.00042792983637839066,-0.03051954626321196,-0.0027953447514702245,-9.323275153212307
2024-04-24,0.16138507149821635,0.011049536556297201,0.0042268732912779106,-0.0007478466006530238,-0.030711927355008828,-0.002833829252419595,-8.26490213640318
2024-04-25,0.38561033394051947,0.010114033179721149,0.004284630918100385,-0.0012974508315077016,-0.031968090214045786,-0.003243712351774286,-18.938346352635563
2024-04-26,-0.00927734375,0.010542217300170319,0.005083501478042228,-0.002639684839072943,-0.03093950015609711,-0.0028790994774330406,-0.125
2024-04-29,-0.009765625,0.010891189837821608,0.004005034167250274,-0.0020230465681262445,-0.03240456760759195,-0.002486436337046878,-0.171875
2024-04-30,-0.00830078125,0.013777579134172588,0.0031991961160364804,0.0013318884295754271,-0.030658366659865016,-0.007388359382109785,-0.203125
2024-05-01,-0.8442381840026769,0.013313600649785484,0.002738211452930961,0.0006660727419031676,-0.03119852101762266,-0.007426485655443349,39.609473579719634
2024-05-02,-0.10112553959777415,0.014732307107501175,0.004310557595047115,-0.00016058172958177686,-0.026710800584614725,-0.0072363432546165285,4.230785903779179
2024-05-03,-0.04363315901326814,0.01484227602710983,0.004405844508874268,-0.0003003285315339027,-0.026683911032550578,-0.0059880625479380445,1.4800927929236423
2024-05-06,-0.27588287569595593,0.01376933956398707,0.006389604524653897,-0.0016031367769779314,-0.026027021760139102,-0.006578755000636649,12.560061604586735
2024-05-07,-0.1827660566384992,0.014069928920653386,0.0068826873459211235,-0.0031555116817062745,-0.02488330251247186,-0.004277446855643685,8.133881237137302
2024-05-08,-0.10315979761593042,0.014498236041282184,0.0049181188598503844,-0.0028956039080199197,-0.025445472743328618,-0.0032734187491633704,4.312443559850635
2024-05-09,-0.24807455781688503,0.015134622121502225,0.0074689237124846986,-0.003222873003017296,-0.025095431853361855,-0.004602919030572472,11.193921573099942
2024-05-10,-0.3218901379767516,0.01396456490500736,0.008239087867394024,-0.0030254023030020227,-0.019496586886151135,-0.004769884687110315,14.647296549998828
2024-05-13,-0.2158455652367266,0.01466553009703081,0.009994340361228704,-0.0045316726822241665,-0.017558131790094383,-0.0013733783502962726,9.624550197368535
2024-05-14,-0.10092627073846216,0.015512795506224114,0.011930003066731254,-0.004367404922780538,-0.01684205834016078,-0.0019257119685779367,4.11103312029536
2024-05-15,-0.08948333758136329,0.015450873228711887,0.012763905018022048,-0.004405334367978783,-0.017501431418301322,-0.004058512211733187,3.5438712401469274
2024-05-16,-0.1486557593982809,0.015910446509688092,0.013248531013613368,-0.00422516811325889,-0.01605162317812285,-0.004594128643815115,6.375960145724093
2024-05-17,0.06814947011472583,0.013814742071488972,0.009739654296636313,0.0010487306219741366,-0.021276190812636167,-0.008789422592326332,-3.974231312112124
2024-05-20,0.11550932472765396,0.013090440895849736,0.01001143220042347,0.0003577914840011409,-0.02126204564066235,-0.009838290382907802,-6.2551242062866095
2024-05-21,0.1476704415030099,0.015520023679128414,0.007048293947938711,0.0015472472271792492,-0.018629319297985045,-0.0063541676899778465,-7.861732420290082
2024-05-22,0.05431474594209362,0.017283828998872708,0.008198558044282378,0.0030782156366813695,-0.013632215613795032,-0.00701226565060506,-3.4417657464828153
2024-05-23,0.06507185435511076,0.016592752273546993,0.008887336285849173,0.0030292052877257114,-0.012771361973821851,-0.008411526956231458,-3.9598871042130668
2024-05-24,0.10970483689399657,0.016938072946712096,0.009257132603674334,0.004804185768493119,-0.011680934082397454,-0.01099176494420906,-6.086526622673546
2024-05-28,0.09934288097554145,0.018127020767953833,0.00833762921340156,0.004756090834467194,-0.01146727020033289,-0.008034803049698558,-5.595888924464134
2024-05-29,0.1555530952279085,0.01699364753720112,0.009309525600787877,0.002298272357676906,-0.009796683376702128,-0.00611452318920519,-8.277088288674804
2024-05-30,0.18290440468962288,0.01679915288023835,0.010985009541788493,0.0026763601682185667,-0.006305174922340034,-0.002934440289528245,-9.564282449798384
2024-05-31,0.12999217346256486,0.012596295765294807,0.013297876341506143,0.002783327150092857,-0.009525919415268813,-0.011735850813735224,-7.0487499415355614
2024-06-03,0.07172143763980188,0.013052795309588805,0.013502826082122416,0.003136166804465393,-0.008357313363598712,-0.013829464961139744,-4.203955393341403
2024-06-04,0.09317776159094393,0.013775389557609458,0.01312828231366392,0.003390108475019693,-0.006661594546673755,-0.014980876899626322,-5.292810465441789
2024-06-05,0.08571782226482938,0.013587824743902521,0.013865152954992105,0.00322252348571581,-0.007040026925225429,-0.016344298138189696,-4.936102039505613
2024-06-06,-0.012632853826065826,0.015558749355930143,0.010177744323898952,0.00514735117236205,-0.0069206610694628745,-0.01796690247338869,-0.11380533183034913
2024-06-07,0.025245340960889706,0.015370702481991037,0.009843510303741587,0.006189800883704889,-0.007412934467931398,-0.020223331287050145,-1.9992229288666294
2024-06-10,-5.518057734832382e-05,0.013323551286863279,0.012920823191891861,0.01280491968643932,-0.015461202877020519,-0.030442694851585468,-0.8052431205484254
2024-06-11,0.0011654460344452389,0.013180492100217807,0.013008344406229028,0.01304319692538062,-0.015556284943368137,-0.030656219043382463,-0.8630119168142301
